아파트,지역구,면적,거래금액,건축년도
e편한세상신금호파크힐스,성동구,84.932,235000,2019.0
LG선릉에클라트(B),강남구,36.35,36000,2004.0
e편한세상신촌1단지,서대문구,84.98,207000,2018.0
북한산현대힐스테이트3차아파트,은평구,84.98,98000,2010.0
북한산힐스테이트7차,은평구,84.891,124000,2011.0
비선아파트,노원구,48.6,42000,1999.0
사당우성2,동작구,118.25,209000,1993.0
사슴3,노원구,33.18,33000,1995.0
삼선현대힐스테이트,성북구,84.71,100000,2009.0
삼성,관악구,64.12,28000,1974.0
삼성V아파트A동,중구,81.63,80500,2007.0
삼성꽃마을,강서구,59.99,54000,1997.0
삼성동센트럴아이파크,강남구,59.96,290000,2018.0
삼성동힐스테이트 1단지,강남구,31.402,160000,2008.0
삼성래미안,구로구,78.665,97000,2004.0
삼성로얄3,광진구,77.22,64500,2002.0
삼성쉐르빌,성동구,84.74,114500,2006.0
삼성청담공원아파트,강남구,84.96,243000,1999.0
삼익,동대문구,84.95,91800,1997.0
삼익4단지아파트,노원구,39.6,39700,1994.0
삼익세라믹,도봉구,58.77,43500,1988.0
삼호가든맨션(5차),서초구,142.11,390000,1986.0
삼호그린,동작구,84.72,112000,1999.0
상계주공1(고층),노원구,41.3,46000,1988.0
상계주공13(고층),노원구,58.01,41500,1989.0
상계주공2(고층),노원구,41.3,49700,1987.0
상계주공3(고층),노원구,58.01,77500,1987.0
상계주공4(고층),노원구,32.39,36000,1988.0
상계주공4(고층),노원구,32.39,36500,1988.0
상계주공6(고층),노원구,37.46,56800,1988.0
상계주공6(고층),노원구,41.3,60000,1988.0
상계주공6(고층),노원구,58.01,62000,1988.0
상계주공6(고층),노원구,59.39,74800,1988.0
상계주공7(고층),노원구,49.94,69000,1988.0
상계주공9(고층),노원구,49.94,58500,1988.0
상계주공9(고층),노원구,58.01,64700,1988.0
상도현대,동작구,84.97,103000,2003.0
상리제나우스,성동구,12.84,14000,2013.0
상아2차아파트,도봉구,58.59,60000,1988.0
상암월드컵파크2단지,마포구,59.84,128000,2003.0
샤인,동작구,72.09,65500,2007.0
서강예가,마포구,84.988,200000,2007.0
서울숲리버뷰자이,성동구,84.9,248000,2018.0
서원,도봉구,49.77,36000,1996.0
서초래미안,서초구,126.31,335000,2003.0
서초쌍용플래티넘,서초구,68.21,95000,2006.0
서초포레스타5단지,서초구,59.93,168000,2014.0
서초호반써밋,서초구,118.132,248000,2013.0
석탑,중랑구,59.82,48500,1997.0
성원,동작구,84.32,133500,1994.0
성원2,마포구,59.43,68000,1999.0
성원상떼빌,강북구,84.98,48000,1990.0
성원상떼빌,송파구,136.24,135000,2006.0
세방하이빌1,강남구,59.77,134000,2003.0
센시티16,동대문구,14.244,10600,2013.0
센트럴파크,용산구,102.861,350000,2020.0
센트레빌아스테리움영등포아파트,영등포구,59.995,132000,2024.0
신림푸르지오,관악구,84.79,100800,2005.0
씨티극동1,송파구,59.95,117000,1998.0
씨티극동1,송파구,84.43,139500,1998.0
신림동신도브래뉴,관악구,81.42,88700,2003.0
신동아파밀리에,영등포구,59.4,104000,2008.0
신동아리버파크,동작구,84.88,159300,2001.0
아람플러스,중랑구,84.955,66000,2009.0
아르지움주상복합,은평구,50.42,55900,2024.0
신동아,성동구,59.97,130000,1995.0
신도림롯데아파트,구로구,59.96,100000,1999.0
신도림3차푸르지오,구로구,82.8,113000,2007.0
신대방경남,동작구,56.0,93300,2003.0
아이파크,강남구,145.046,650000,2004.0
신대림신동아파밀리에,영등포구,126.324,98000,2013.0
신당동파라다이스,중구,84.96,68029,2000.0
신내우디안1단지,중랑구,84.94,79000,2014.0
아카데미스위트1,강남구,83.19,238500,2004.0
신내9진흥,중랑구,33.18,31800,1996.0
아크로리버파크,서초구,59.98,440000,2016.0
아크로삼성,강남구,104.94,590000,2025.0
아크로타워스퀘어,영등포구,115.58,220000,2017.0
신내9진흥,중랑구,33.18,27300,1996.0
신길센트럴자이아파트,영등포구,84.98,185000,2021.0
시민,서대문구,63.6,19000,1978.0
순영웰라이빌1차,구로구,59.5,51500,2003.0
안산맨숀,서대문구,57.92,71000,1972.0
양평벽산블루밍,영등포구,59.58,96500,1990.0
양평한신,영등포구,84.87,153000,1996.0
송파두산위브,송파구,59.982,132000,2019.0
DMC파인시티자이,은평구,84.98,149500,2025.0
DMC파인시티자이,은평구,74.89,129000,2025.0
DMC파인시티자이,은평구,74.89,129000,2025.0
DMC롯데캐슬더퍼스트,은평구,59.96,120000,2021.0
DMC래미안클라시스,서대문구,59.97,90000,2000.0
DMC래미안클라시스,서대문구,59.59,97500,2000.0
DMC래미안e편한세상,서대문구,84.95,150500,2012.0
DMCSK뷰아이파크포레,은평구,84.94,130000,2025.0
한신휴플러스,동작구,84.84,100000,2004.0
807-41,구로구,59.8,28000,1999.0
에스케이북한산시티,강북구,84.92,71000,2004.0
염창동한강우성,강서구,65.88,100000,1990.0
영화블렌하임,마포구,103.86,95000,2009.0
오림센트빌,동작구,83.71,51500,2001.0
옥수파크힐스101동~116동,성동구,84.3,257500,2016.0
올림픽파크포레온,강동구,29.97,118000,2024.0
올림픽파크포레온,강동구,39.95,158000,2024.0
올림픽파크포레온,강동구,59.99,249000,2024.0
올림픽파크포레온,강동구,84.99,289000,2024.0
올림픽파크포레온,강동구,109.98,310000,2024.0
한성,영등포구,134.33,148000,1997.0
쌍용더플래티넘용마산,중랑구,59.967,97000,2020.0
롯데(505),노원구,54.48,65000,1989.0
한일유앤아이,구로구,84.962,68500,2006.0
신한토탈,동작구,69.12,86000,1997.0
신트리4,양천구,59.73,84000,2000.0
신촌태영데시앙,마포구,84.97,150000,2003.0
신촌숲아이파크,마포구,84.901,236000,2019.0
쌍용,도봉구,59.88,82500,1997.0
신월2차보람쉬움,양천구,82.51,60000,2005.0
신안,노원구,84.93,94500,1999.0
신성미소지움,중랑구,80.191,68500,2004.0
신설동역자이르네,동대문구,43.851,74000,2024.0
신반포2,서초구,150.58,840000,1978.0
창동주공3단지(해등마을),도봉구,58.01,73000,1990.0
이펜하우스3단지,양천구,84.86,81500,2011.0
이수푸르지오더프레티움,동작구,59.949,205000,2021.0
이수브라운스톤돈암,성북구,59.99,92200,2004.0
응암역효성해링턴플레이스,은평구,59.94,69000,2019.0
은평뉴타운기자촌11단지,은평구,59.88,55000,2015.0
은마,강남구,84.43,389000,1979.0
율포그레이스빌,구로구,84.78,61500,2002.0
위례2차아이파크,송파구,108.137,220000,2016.0
월곡래미안루나밸리,성북구,114.93,120000,2007.0
월곡갑을명가,성북구,66.48,67500,2007.0
월계센트럴아이파크,노원구,59.99,105000,2020.0
원다빌2,강동구,83.33,70000,2002.0
"우장산아이파크,이편한세상",강서구,59.98,133000,2008.0
우장산숲아이파크,강서구,59.996,130000,2022.0
우성아파트2,도봉구,84.98,55500,1993.0
우성아파트1,도봉구,72.06,44200,1992.0
우성2,영등포구,84.47,150000,1986.0
우성1,광진구,51.57,133000,1988.0
우성,노원구,127.22,127500,1988.0
우방,금천구,84.84,56060,2002.0
우방,금천구,84.84,61500,2002.0
우리유앤미,동작구,59.94,123000,2003.0
용산KCC웰츠타워,용산구,84.03,175500,2015.0
남서울힐스테이트,금천구,84.786,95000,2014.0
남서울힐스테이트,금천구,84.677,90500,2014.0
남서울건영아파트,금천구,53.39,38000,1982.0
남산타운,중구,59.94,148500,2002.0
남산타운,중구,59.94,150000,2002.0
길음동동부센트레빌(1278-0),성북구,59.998,107500,2003.0
길음뉴타운4단지(e편한세상),성북구,114.88,129000,2005.0
길음뉴타운4단지(e편한세상),성북구,114.88,138500,2005.0
길음뉴타운4단지(e편한세상),성북구,84.64,70000,2005.0
길음뉴타운4단지(e편한세상),성북구,84.64,123000,2005.0
길음뉴타운2단지푸르지오,성북구,114.73,106500,2005.0
길음뉴타운2단지푸르지오,성북구,84.97,109500,2005.0
금호어울림,양천구,84.99,100000,2004.0
금호어울림,서대문구,84.786,98500,2016.0
금호어울림,중랑구,97.65,84500,2003.0
금호어울림,중랑구,59.4,59800,2003.0
금하뜨라네,양천구,84.83,48000,2016.0
금천롯데캐슬골드파크1차,금천구,84.396,117000,2016.0
극동,노원구,55.72,57800,1988.0
극동,노원구,55.72,55000,1988.0
그대家,관악구,84.77,66250,2003.0
궁전,양천구,76.35,47000,1999.0
구파발9단지래미안(916~928동)BL3-2,은평구,166.75,105000,2010.0
구파발9단지래미안(916~928동)BL3-2,은평구,101.99,101000,2010.0
구파발10단지어울림(1011~1019동)BL3-1,은평구,84.78,91500,2010.0
구파발10단지어울림(1011~1019동)BL3-1,은평구,84.78,91500,2010.0
구의현대2단지,광진구,84.75,196500,1996.0
관악푸르지오,관악구,59.58,112000,2004.0
관악산휴먼시아1단지,관악구,84.97,73000,2008.0
관악드림(삼성),관악구,59.83,116000,2003.0
관악드림(동아),관악구,84.96,122000,2003.0
공항동부센트레빌,강서구,84.99,81000,2009.0
고덕센트럴푸르지오,강동구,59.14,155000,2020.0
고덕그라시움,강동구,59.785,201000,2019.0
고덕 아이파크,강동구,84.98,196000,2011.0
경동윈츠리버,동작구,79.68,115000,2004.0
경남아너스빌,영등포구,59.9,82500,1998.0
건영3,노원구,84.9,132500,1995.0
건영,양천구,84.33,74500,1994.0
거여5단지,송파구,84.17,144500,1997.0
거여5단지,송파구,59.74,120000,1997.0
거여4단지,송파구,49.8,117500,1997.0
거여1단지,송파구,49.8,111500,1997.0
거성파스텔,영등포구,84.99,149500,1999.0
개포자이프레지던스,강남구,109.884,413000,2023.0
개포자이프레지던스,강남구,78.326,350000,2023.0
개포래미안포레스트,강남구,84.86,318000,2020.0
강일리버파크3단지,강동구,84.74,115500,2009.0
강변힐스테이트,마포구,59.54,156500,2004.0
강변,강서구,34.44,63000,1992.0
강동한신휴플러스,강동구,84.98,81300,2006.0
강동리엔파크14단지,강동구,49.69,86500,2021.0
강동리버스트8단지,강동구,49.74,97000,2021.0
강동LG자이,강동구,126.43,165000,2003.0
강남센트럴아이파크,강남구,59.994,286000,2022.0
강남센트럴아이파크,강남구,59.97,279000,2022.0
갈현현대,은평구,59.94,48400,1998.0
가양도시개발9-2단지,강서구,49.5,102000,1993.0
가양도시개발9-2단지,강서구,34.44,65000,1993.0
가양도시개발9-2단지,강서구,34.44,64000,1993.0
가양2단지(성지),강서구,39.6,79500,1992.0
가양2단지(성지),강서구,34.44,60000,1992.0
가양2단지(성지),강서구,34.44,65000,1992.0
가양1차보람더하임,강서구,83.07,95000,2006.0
e편한세상신촌3단지,서대문구,84.93,213000,2018.0
e편한세상송파파크센트럴,송파구,59.96,174000,2021.0
e편한세상독산더타워,금천구,76.293,89000,2019.0
e편한세상독산더타워,금천구,59.622,80000,2019.0
YM프라젠,성동구,84.95,84800,2007.0
로얄동아,광진구,114.28,149000,1999.0
정릉우성아파트 101~105동,성북구,84.99,73300,2000.0
래미안 원페를라,서초구,84.68,256906,0.0
중계무지개,노원구,39.96,50000,1991.0
중계그린1단지,노원구,59.87,67000,1990.0
중계그린1단지,노원구,49.5,66700,1990.0
중계그린1단지,노원구,39.78,47500,1990.0
주공8,노원구,49.72,54500,1993.0
주공5,강서구,58.14,94300,1995.0
주공5,강서구,58.14,104500,1995.0
주공2,노원구,59.97,50900,1992.0
주공2,노원구,44.52,36200,1992.0
주공19단지(창동리버타운),도봉구,99.75,120000,1988.0
주공17단지,도봉구,41.3,39000,1989.0
증산중앙하이츠,은평구,116.27,90000,2001.0
주공17단지,도봉구,36.16,30500,1989.0
정릉힐스테이트,성북구,84.92,89000,2004.0
정릉풍림아이원,성북구,114.75,64000,2005.0
정릉푸르지오,성북구,114.93,94500,2005.0
정릉푸르지오,성북구,59.98,74900,2005.0
정릉우성아파트 101~105동,성북구,84.99,73300,2000.0
진흥아파트,강남구,207.82,336000,1984.0
장미,강서구,39.96,44000,1994.0
잠실엘스,송파구,59.96,286000,2008.0
자양현대5,광진구,76.94,165000,1998.0
창동2차현대,도봉구,84.504,87000,2001.0
자산메르시안(164-31),은평구,99.55,59500,2004.0
창동신도브래뉴1차,도봉구,84.989,89000,2003.0
벽산블루밍,관악구,114.99,115000,2005.0
벽산,성동구,114.57,198000,2001.0
백운플러스타워,금천구,29.49,30400,2020.0
백련산힐스테이트1차,은평구,84.59,82000,2011.0
백련산파크자이,은평구,84.901,103500,2021.0
백련산파크자이,은평구,59.789,95000,2021.0
방학동삼성래미안1,도봉구,84.937,80000,2002.0
방이금호어울림,송파구,84.3,147000,2001.0
방배아트e-편한세상103,서초구,74.87,160000,2005.0
방배래미안타워,서초구,103.34,230000,2005.0
방배대우디오빌,서초구,29.6,29500,2005.0
방배1차현대홈타운,서초구,59.94,207000,1999.0
반포자이,서초구,244.543,780000,2009.0
반포미도2차아파트,서초구,59.07,265000,1989.0
미성,구로구,37.91,66500,1987.0
미성,노원구,50.14,85000,1986.0
미성,노원구,33.28,72500,1986.0
효성,구로구,84.87,49400,1998.0
목동힐스테이트,양천구,84.98,210000,2016.0
명남래희안(122-4),은평구,67.36,45500,2001.0
면목한신,중랑구,35.3,33500,1987.0
메가스터디타워,동작구,16.01,16000,2015.0
마포그랑자이,마포구,59.98,204000,2020.0
마크힐스이스트윙,강남구,192.86,840000,2010.0
"마제스타시티(힐스테이트서리풀101,102동)",서초구,59.97,200000,2017.0
보문리슈빌하우트,성북구,59.791,129500,2022.0
후암미주,용산구,62.28,108000,1980.0
마곡엠밸리4단지,강서구,114.86,150000,2014.0
마곡엠밸리3단지,강서구,114.69,164000,2014.0
리센츠,송파구,84.99,343000,2008.0
리센츠,송파구,27.68,165000,2008.0
롯데캐슬프레미어,강남구,101.81,350000,2007.0
롯데캐슬프레미어,강남구,84.465,299000,2007.0
롯데캐슬클라시아,성북구,59.874,152000,2022.0
레이크팰리스,송파구,59.97,265000,2006.0
래미안크리시엘,성북구,84.95,101800,2004.0
래미안첼리투스,용산구,124.02,467980,2015.0
래미안장위퍼스트하이,성북구,84.94,136000,2020.0
래미안장안,동대문구,84.774,120000,2003.0
휘경미소지움,동대문구,59.84,76500,1999.0
휴먼빌,마포구,59.955,100000,2004.0
흑석동양아파트,동작구,84.99,152000,2003.0
흑석한강센트레빌Ⅱ,동작구,119.738,240000,2012.0
북한산힐스테이트7차,은평구,84.891,124000,2011.0
흑석한강푸르지오,동작구,84.98,215000,2012.0
힐스테이트녹번,은평구,59.9,125000,2019.0
삼성V아파트A동,중구,81.63,80500,2007.0
호림리슈리안,은평구,59.9,53000,2018.0
현대홈타운,구로구,59.49,79600,2001.0
현대프라임,광진구,59.82,170000,1997.0
현대아파트,강남구,84.76,248000,1988.0
현대성우,강북구,84.99,61000,1998.0
현대리버빌1지구,송파구,43.2,80000,1999.0
현대레이크빌1,송파구,27.09,55000,1999.0
현대I-PARK,성동구,104.56,165000,2003.0
현대3차,영등포구,43.92,71500,1997.0
현대2,영등포구,84.74,86000,1992.0
현대2,강동구,79.79,121000,1988.0
부광,송파구,76.88,69000,2004.0
보문파크뷰자이,성북구,45.81,100000,2017.0
보문리슈빌하우트,성북구,59.791,129500,2022.0
보람아파트,노원구,79.25,65000,1988.0
보람아파트,노원구,44.33,43000,1988.0
보라매아카데미타워,동작구,84.95,89000,1998.0
보라매두산위브,영등포구,136.74,141000,2005.0
벽산아파트1,도봉구,72.01,38000,1991.0
현대1,은평구,84.17,58000,1997.0
현대(3차),노원구,66.47,39300,1992.0
"현대(1,2차)",서대문구,59.97,70000,1988.0
현대,구로구,72.33,61500,1988.0
현대,동작구,84.57,120000,1996.0
현대,구로구,59.94,91800,2001.0
현대,강동구,84.56,114500,1987.0
현대,송파구,84.03,105000,1991.0
헬리오시티,송파구,99.6,300000,2018.0
헬리오시티,송파구,84.95,281000,2018.0
행당한진타운,성동구,114.62,190000,2000.0
항동중흥에스클래스베르데카운티,구로구,84.941,82500,2019.0
